              T              E              M            |M|             Cv              X              A
          2.382     -1.2246857   0.0043628797     0.14366227      1.1996267      29.049737     0.27324646
          2.383     -1.2240804  -0.0047362601     0.14815077      1.1966426       30.44738      0.2735203
          2.384     -1.2230376  -0.0062434495     0.14143368      1.1896122      27.453841     0.27393267
          2.385     -1.2214379   -0.004276327     0.13796601      1.1909266      28.215964     0.27456943
          2.386     -1.2204029  -0.0075578744     0.14006054      1.1823038       27.81103     0.27499971
          2.387     -1.2189468   0.0024033557     0.13719515      1.1783445      26.644701     0.27558931
          2.388     -1.2177706    0.001054351     0.13684837      1.1771255      26.947892     0.27609083
          2.389     -1.2165328  -0.0034326907     0.13603316         1.1727      26.455648     0.27657981
           2.39      -1.215439   0.0046251818     0.13623043      1.1686292      25.865135     0.27702724
          2.391     -1.2142553   0.0060834981     0.13402708      1.1580862      25.484375     0.27751448
          2.392     -1.2128596   0.0009739738     0.13102719      1.1459363      25.150401     0.27807264
          2.393     -1.2117366   0.0091802689     0.12943138      1.1483551      24.019385     0.27854428
          2.394     -1.2110574   0.0061439075     0.13154421      1.1517054      24.894473      0.2788206
          2.395     -1.2094598  -0.0074821395     0.13010799      1.1558785      24.353993     0.27948498
          2.396      -1.208525  0.00096581787     0.13079459      1.1403108      24.300429     0.27984995
          2.397     -1.2071784   0.0018518602     0.13064493      1.1400422      24.274004     0.28041161
          2.398     -1.2063442  -0.0068988892     0.12794477      1.1420574      23.881599     0.28076075
          2.399      -1.205293   0.0094691689     0.12628053      1.1279874      22.985436     0.28122873
            2.4     -1.2039246 -0.00042499211     0.12669477      1.1275993      23.267323     0.28173517
