              T              E              M            |M|             Cv              X              A
          2.332     -1.2969689   0.0021276947     0.31012583      1.6722105      51.879929     0.24443557
          2.333     -1.2953852    0.010307336     0.30887592      1.6785241      51.530551     0.24508237
          2.334      -1.292674   -0.024101978     0.29915786       1.623534      50.081881     0.24613014
          2.335     -1.2911235    0.016374006     0.29796893      1.6217831      49.798201     0.24673619
          2.336     -1.2896377    0.019616268     0.29412933      1.6114061      49.269352     0.24734925
          2.337     -1.2881492     0.01946229     0.28785435      1.5991848      48.630254     0.24788198
          2.338     -1.2865753    0.020248283     0.28490588       1.600492      48.890787      0.2485388
          2.339     -1.2847529   0.0033703434     0.28252254      1.5773335      47.331276     0.24923534
           2.34     -1.2826385  -0.0096326442     0.27973833      1.5675022      46.648354      0.2500637
          2.341     -1.2825745    0.004696133     0.28339786      1.5569875      47.015056     0.25012061
          2.342     -1.2792564   -0.014892031     0.27140249      1.5315684      45.863088     0.25139938
          2.343     -1.2795623    0.031796627      0.2795046      1.5518197      46.290883     0.25131373
          2.344     -1.2770443   -0.022161769     0.26701026      1.5237564      45.499666     0.25230166
          2.345     -1.2745601    0.012536495     0.25888293      1.4991042      43.710956     0.25325158
          2.346     -1.2741631    0.012207099     0.26578671      1.4732317      42.723324     0.25346746
          2.347     -1.2729074  -0.0023136285     0.26365551      1.5049488      43.613733     0.25391705
          2.348     -1.2715944   -0.032410632     0.26097003       1.486966      42.641234     0.25443981
          2.349     -1.2704107   -0.001431541     0.25889172      1.4720371      42.936052     0.25493657
           2.35     -1.2682922   0.0038715471     0.25425142      1.4572559       40.74306     0.25576824
          2.351     -1.2677228   0.0098128462     0.25758293      1.4708396      42.066852     0.25603101
          2.352     -1.2641603   -0.010273017     0.24253101      1.4307527      39.776155     0.25737631
          2.353     -1.2633862    0.016047908      0.2394526      1.3970376      38.711881     0.25773112
          2.354     -1.2621964  -0.0049244068     0.24498967      1.4284117        39.6725     0.25819603
          2.355     -1.2610666   -0.022280179     0.24345442      1.4217934      39.732899     0.25864663
          2.356      -1.259064   0.0022572682     0.23523467      1.4065192      38.267651     0.25940402
          2.357      -1.257231    0.013786548     0.23169915       1.385483      37.067289     0.26014354
          2.358     -1.2564502   -0.024404123     0.23309237      1.3693509      36.322261     0.26046959
          2.359      -1.256211    -0.03579136     0.23583452      1.4045147      38.394854     0.26062338
           2.36     -1.2537827   0.0033680842     0.22763076      1.3809424      36.419901      0.2615723
          2.361     -1.2526048  -0.0088959299     0.22806841      1.3510489       35.27508     0.26202622
          2.362     -1.2515416  -0.0026046756     0.22792094      1.3769778      35.998323     0.26243994
          2.363     -1.2497615   0.0038770174     0.22128714       1.335508      34.355177      0.2631502
          2.364      -1.248194   -0.015994044      0.2188775      1.3200106      33.424494     0.26373692
          2.365     -1.2476805   0.0048505802     0.22093396      1.3411816      34.505753     0.26396884
          2.366      -1.246742    -0.01513098     0.22188983      1.3278233      34.045575     0.26438813
